2024-06-07 08:01:42,981 INFO [main] org.apache.nifi.NiFi Launching NiFi...
2024-06-07 08:01:43,080 INFO [main] o.a.nifi.properties.NiFiPropertiesLoader Loading Application Properties [/opt/nifi/nifi-current/./conf/nifi.properties]
2024-06-07 08:01:43,099 INFO [main] org.apache.nifi.NiFi Application Properties loaded [204]
2024-06-07 08:01:43,166 INFO [main] org.apache.nifi.BootstrapListener Started Bootstrap Listener, Listening for incoming requests on port 40739
2024-06-07 08:01:43,218 INFO [main] org.apache.nifi.BootstrapListener Successfully initiated communication with Bootstrap
2024-06-07 08:01:43,292 INFO [main] org.apache.nifi.nar.NarUnpacker Expanding 134 NAR files started
2024-06-07 08:01:50,636 INFO [main] org.apache.nifi.nar.NarUnpacker Expanded 134 NAR files in 7.344 seconds (7344226890 ns)
2024-06-07 08:01:51,136 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-jetty-bundle-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-jetty-bundle-1.26.0.nar-unpacked]
2024-06-07 08:01:51,145 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/framework/nifi-framework-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/framework/nifi-framework-nar-1.26.0.nar-unpacked]
2024-06-07 08:01:51,233 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-kerberos-iaa-providers-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-kerberos-iaa-providers-nar-1.26.0.nar-unpacked]
2024-06-07 08:01:51,236 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-cybersecurity-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-cybersecurity-nar-1.26.0.nar-unpacked]
2024-06-07 08:01:51,239 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-ldap-iaa-providers-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-ldap-iaa-providers-nar-1.26.0.nar-unpacked]
2024-06-07 08:01:51,247 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-single-user-iaa-providers-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-single-user-iaa-providers-nar-1.26.0.nar-unpacked]
2024-06-07 08:01:51,249 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-ccda-nar-1.26.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-ccda-nar-1.26.0.nar-unpacked]
